InvoiceId,OrderDate,ProductId,CustomerId,ShipMode,Quantity,Sales,Profit,Discount,TotalAmount
210,2025-09-04,449,8,Standard Class,1,680000,190000,0.1,612000
211,2025-01-31,170,2200,First Class,2,900000,295000,0,900000
212,2025-02-15,452,726,Second Class,2,640000,132000,0,640000
213,2025-04-02,423,2251,First Class,2,1840000,490000,0,1840000
214,2025-01-25,454,886,Standard Class,1,920000,266000,0.1,828000
215,2025-02-24,145,2347,Standard Class,3,540000,124000,0,540000
216,2025-07-12,476,145,Standard Class,3,360000,63000,0.1,324000
217,2025-01-12,72,1009,Standard Class,2,1840000,417000,0.1,1656000
218,2025-03-20,312,827,Standard Class,3,2760000,534000,0,2760000
219,2025-11-26,178,2267,Second Class,1,250000,70000,0.05,238000
220,2025-03-27,73,709,First Class,1,680000,144000,0,680000
221,2025-11-23,435,801,Standard Class,3,750000,236000,0.1,675000
222,2025-02-18,406,265,Same Day,2,2500000,739000,0,2500000
223,2025-04-18,374,1365,Second Class,3,3750000,1047000,0.1,3375000
224,2025-11-13,377,1244,Second Class,3,3750000,1232000,0,3750000
225,2025-07-06,38,392,Second Class,1,1250000,251000,0,1250000
226,2025-04-25,468,2412,Second Class,1,680000,204000,0,680000
227,2025-09-24,209,1181,Second Class,1,180000,39000,0.05,171000
228,2025-07-24,3,1567,Standard Class,1,1250000,204000,0.1,1125000
229,2025-11-27,201,197,Standard Class,2,900000,274000,0,900000
230,2025-04-16,58,232,Second Class,4,1800000,431000,0.05,1710000
231,2025-11-01,36,1149,Same Day,2,240000,66000,0,240000
232,2025-12-25,98,1502,Same Day,2,360000,113000,0.05,342000
233,2025-10-05,20,2146,Same Day,2,1360000,293000,0,1360000
234,2025-11-13,428,782,Standard Class,1,450000,119000,0.1,405000
235,2025-08-22,226,835,Same Day,1,680000,196000,0.1,612000
236,2025-11-02,206,2481,First Class,3,540000,117000,0,540000
237,2025-03-21,248,684,Same Day,4,1280000,392000,0,1280000
238,2025-03-19,314,1143,Second Class,4,480000,101000,0,480000
239,2025-07-20,201,2397,Second Class,2,1840000,363000,0,1840000
240,2025-12-06,115,1116,First Class,1,680000,195000,0.1,612000
241,2025-05-26,62,956,First Class,4,480000,132000,0,480000
242,2025-12-29,228,1598,First Class,4,1280000,231000,0.1,1152000
243,2025-12-23,215,437,Standard Class,1,1250000,308000,0,1250000
244,2025-10-31,233,1563,Same Day,4,1800000,549000,0,1800000
245,2025-04-08,21,2224,Standard Class,2,2500000,614000,0.1,2250000
246,2025-02-27,33,155,Standard Class,2,1840000,536000,0.1,1656000
247,2025-09-10,473,927,First Class,1,450000,111000,0,450000
248,2025-04-15,249,907,Standard Class,3,360000,66000,0.1,324000
249,2025-05-21,70,2310,Standard Class,1,920000,223000,0.1,828000
250,2025-11-13,462,1543,Second Class,4,720000,155000,0,720000
251,2025-01-17,20,1883,First Class,3,960000,332000,0,960000
252,2025-08-12,147,102,Same Day,1,1250000,290000,0.1,1125000
253,2025-04-23,427,2082,Second Class,1,680000,135000,0,680000
254,2025-11-27,482,617,First Class,1,450000,89000,0,450000
255,2025-09-27,115,1178,First Class,3,750000,160000,0,750000
256,2025-03-01,318,941,Second Class,3,360000,109000,0,360000
257,2025-01-05,308,450,Second Class,4,480000,162000,0,480000
258,2025-12-04,251,1621,Standard Class,3,3750000,691000,0,3750000
259,2025-09-02,334,1316,First Class,1,120000,31000,0.1,108000
260,2025-10-30,484,2305,Second Class,1,180000,32000,0.05,171000
261,2025-11-10,273,1471,Standard Class,3,960000,332000,0,960000
262,2025-01-08,43,583,Standard Class,4,720000,236000,0,720000
263,2025-01-02,219,2387,Same Day,4,1800000,466000,0,1800000
264,2025-04-23,7,869,Same Day,3,1350000,418000,0.05,1282000
265,2025-09-20,119,961,Second Class,1,920000,179000,0,920000
266,2025-10-29,500,546,First Class,1,920000,320000,0,920000
267,2025-10-14,174,2161,Second Class,1,1250000,353000,0,1250000
268,2025-05-05,191,577,Standard Class,1,680000,189000,0,680000
269,2025-10-13,86,799,Same Day,4,2720000,857000,0.1,2448000
270,2025-06-04,285,1664,Standard Class,4,720000,220000,0.05,684000
271,2025-10-19,400,755,Same Day,1,920000,221000,0,920000
272,2025-11-20,14,1105,Standard Class,4,1000000,226000,0,1000000
273,2025-08-18,98,628,Second Class,2,500000,86000,0.05,475000
274,2025-07-16,408,1621,Same Day,4,1280000,233000,0,1280000
275,2025-06-08,362,2043,Same Day,3,2040000,668000,0,2040000
276,2025-10-24,165,614,Second Class,3,960000,289000,0,960000
277,2025-07-12,33,382,Second Class,3,360000,74000,0,360000
278,2025-08-09,403,33,Same Day,3,360000,117000,0,360000
279,2025-10-14,391,1668,Standard Class,3,2760000,559000,0.1,2484000
280,2025-05-18,16,578,Same Day,4,480000,91000,0,480000
281,2025-08-25,188,1198,Second Class,3,2760000,766000,0,2760000
282,2025-06-24,300,758,Second Class,1,450000,108000,0,450000
283,2025-08-31,379,1265,Standard Class,1,920000,242000,0.05,874000
284,2025-02-08,34,915,Standard Class,3,360000,70000,0,360000
285,2025-09-11,401,1722,Second Class,2,240000,65000,0,240000
286,2025-04-26,318,1875,First Class,4,480000,158000,0,480000
287,2025-07-24,221,329,Standard Class,4,1280000,284000,0,1280000
288,2025-09-11,137,604,Second Class,1,120000,30000,0.05,114000
289,2025-12-27,104,1512,Standard Class,1,180000,55000,0,180000
290,2025-12-17,354,1192,Second Class,3,960000,225000,0.05,912000
291,2025-10-17,246,608,Same Day,1,180000,39000,0,180000
292,2025-12-01,447,2225,Standard Class,1,1250000,333000,0.05,1188000
293,2025-12-27,43,1060,Same Day,2,1840000,517000,0.1,1656000
294,2025-07-10,225,1913,First Class,2,500000,101000,0,500000
295,2025-04-18,444,2261,Second Class,3,750000,237000,0.05,712000
296,2025-12-13,14,1608,Same Day,4,1280000,254000,0,1280000
297,2025-01-26,9,1539,Second Class,2,1360000,274000,0,1360000
298,2025-12-26,486,1617,First Class,2,900000,233000,0,900000
299,2025-04-29,317,1862,Standard Class,2,900000,242000,0.1,810000
300,2025-05-14,486,793,Same Day,1,920000,289000,0,920000
301,2025-09-03,307,937,Second Class,3,2040000,370000,0.1,1836000
302,2025-11-10,192,241,First Class,3,2760000,566000,0.05,2622000
303,2025-07-04,259,931,Same Day,2,1360000,385000,0.1,1224000
304,2025-09-06,352,1543,Standard Class,4,2720000,849000,0,2720000
305,2025-03-02,384,832,Standard Class,2,2500000,472000,0,2500000
306,2025-12-08,382,662,Standard Class,1,680000,139000,0,680000
307,2025-09-02,87,2274,Standard Class,3,2760000,830000,0,2760000
308,2025-02-20,290,336,Same Day,2,1840000,601000,0,1840000
309,2025-05-13,303,226,Second Class,2,900000,188000,0.05,855000
310,2025-01-26,274,731,Second Class,3,750000,227000,0.1,675000
311,2025-05-19,27,1201,First Class,4,720000,233000,0,720000
312,2025-05-17,217,229,Same Day,2,500000,97000,0,500000
313,2025-04-09,398,2192,First Class,3,360000,59000,0.1,324000
314,2025-02-06,43,1116,Same Day,1,180000,48000,0,180000
315,2025-10-23,2,2304,Standard Class,2,240000,58000,0,240000
316,2025-02-18,125,2154,Standard Class,4,480000,111000,0,480000
317,2025-03-16,100,1512,First Class,3,540000,151000,0.1,486000
318,2025-09-10,430,1819,First Class,2,900000,251000,0.05,855000
319,2025-12-11,283,2180,Standard Class,2,900000,267000,0,900000
320,2025-01-10,438,34,First Class,2,500000,123000,0,500000
321,2025-05-26,88,1159,Standard Class,1,920000,240000,0,920000
322,2025-02-19,191,85,Same Day,1,920000,200000,0.1,828000
323,2025-10-19,258,1696,Standard Class,3,2040000,586000,0,2040000
324,2025-07-14,147,1254,Same Day,2,360000,60000,0.1,324000
325,2025-10-04,31,463,Same Day,1,1250000,260000,0,1250000
326,2025-09-30,356,2131,Second Class,1,320000,86000,0.05,304000
327,2025-12-30,121,829,Same Day,4,1280000,263000,0,1280000
328,2025-07-18,30,1064,First Class,4,2720000,610000,0,2720000
329,2025-11-14,245,1753,Same Day,3,2040000,595000,0,2040000
330,2025-09-12,373,867,Second Class,2,640000,179000,0.1,576000
331,2025-03-09,205,2332,Standard Class,1,320000,65000,0,320000
332,2025-03-27,213,864,Second Class,2,2500000,716000,0.1,2250000
333,2025-04-28,252,940,First Class,2,240000,74000,0,240000
334,2025-07-24,258,1572,First Class,2,240000,39000,0.1,216000
335,2025-11-13,92,210,Same Day,2,1840000,445000,0.1,1656000
336,2025-04-02,16,227,Second Class,4,1000000,347000,0,1000000
337,2025-10-09,320,1893,Same Day,3,1350000,400000,0,1350000
338,2025-06-06,37,2253,Standard Class,1,450000,119000,0,450000
339,2025-02-05,255,2095,Second Class,2,240000,42000,0.1,216000
340,2025-03-06,423,427,Second Class,2,1360000,408000,0,1360000
341,2025-02-01,125,1657,Second Class,4,1280000,222000,0.05,1216000
342,2025-11-23,263,1424,Second Class,1,920000,201000,0.1,828000
343,2025-09-18,370,916,Standard Class,4,720000,178000,0,720000
344,2025-12-26,411,1727,Standard Class,3,360000,75000,0.1,324000
345,2025-03-16,37,1659,Same Day,1,450000,95000,0,450000
346,2025-06-13,157,1385,Same Day,3,2040000,417000,0,2040000
347,2025-04-23,304,1665,Standard Class,1,180000,37000,0.1,162000
348,2025-09-12,236,156,Same Day,2,1840000,392000,0.05,1748000
349,2025-12-28,461,200,First Class,2,1840000,381000,0,1840000
350,2025-11-13,34,996,First Class,1,120000,34000,0,120000
351,2025-06-16,57,672,First Class,1,450000,113000,0,450000
352,2025-12-21,200,2068,Same Day,2,900000,297000,0,900000
353,2025-07-24,357,2348,Standard Class,1,680000,192000,0.05,646000
354,2025-01-10,487,2452,First Class,3,960000,193000,0,960000
355,2025-10-13,392,2431,Same Day,1,680000,231000,0,680000
356,2025-12-21,432,1478,First Class,3,2760000,562000,0,2760000
357,2025-05-02,278,2417,Second Class,3,2760000,857000,0,2760000
358,2025-10-19,190,439,First Class,2,1840000,555000,0.1,1656000
359,2025-05-19,379,1871,Same Day,4,2720000,470000,0.05,2584000
360,2025-01-20,105,2245,Standard Class,3,3750000,921000,0,3750000
361,2025-11-22,462,2354,First Class,3,960000,176000,0,960000
362,2025-08-17,421,1650,Second Class,3,1350000,344000,0,1350000
363,2025-03-28,9,1012,First Class,1,320000,97000,0,320000
364,2025-05-12,390,487,Second Class,4,720000,157000,0,720000
365,2025-01-12,316,138,Second Class,4,1800000,564000,0.1,1620000
366,2025-03-25,350,125,First Class,3,2760000,852000,0.05,2622000
367,2025-09-21,50,570,Second Class,1,1250000,242000,0.05,1188000
368,2025-04-30,332,859,Standard Class,4,1000000,235000,0,1000000
369,2025-07-29,480,1899,First Class,3,750000,163000,0.1,675000
370,2025-07-13,388,2223,First Class,3,3750000,752000,0,3750000
371,2025-12-14,211,1175,Second Class,1,320000,84000,0,320000
372,2025-02-09,32,2110,Same Day,4,2720000,555000,0.1,2448000
373,2025-11-01,269,2123,Second Class,2,500000,141000,0,500000
374,2025-06-14,60,179,Same Day,1,680000,206000,0,680000
375,2025-07-28,288,381,Standard Class,4,5000000,1428000,0.05,4750000
376,2025-02-27,279,851,Standard Class,3,960000,264000,0,960000
377,2025-03-05,157,1968,Standard Class,3,360000,103000,0.05,342000
378,2025-06-30,445,1950,First Class,4,1800000,511000,0.05,1710000
379,2025-03-19,220,1776,Standard Class,3,1350000,461000,0,1350000
380,2025-07-31,111,1647,Same Day,3,540000,121000,0,540000
381,2025-09-10,112,2049,Standard Class,2,360000,60000,0.1,324000
382,2025-02-13,10,258,Same Day,3,750000,214000,0,750000
383,2025-02-11,410,875,First Class,2,900000,264000,0,900000
384,2025-04-04,470,1659,Standard Class,3,960000,187000,0,960000
385,2025-02-01,122,1658,Second Class,3,2040000,496000,0.1,1836000
386,2025-02-26,479,1955,Second Class,3,2040000,673000,0,2040000
387,2025-04-03,46,891,Same Day,3,960000,191000,0,960000
388,2025-02-11,157,704,Second Class,3,3750000,1158000,0,3750000
389,2025-05-14,429,515,Standard Class,3,360000,79000,0,360000
390,2025-07-05,156,1127,Second Class,2,500000,137000,0,500000
391,2025-10-11,87,1580,Same Day,1,320000,100000,0,320000
392,2025-10-14,127,2237,First Class,4,2720000,687000,0.05,2584000
393,2025-08-12,15,477,Standard Class,2,640000,165000,0,640000
394,2025-04-24,100,1160,Standard Class,2,640000,145000,0,640000
395,2025-03-03,458,1524,Same Day,1,1250000,257000,0,1250000
396,2025-09-17,337,1959,Standard Class,1,680000,192000,0.05,646000
397,2025-10-08,409,2044,Standard Class,1,120000,40000,0,120000
398,2025-12-31,320,294,Standard Class,4,1280000,290000,0,1280000
399,2025-04-13,308,394,Same Day,1,320000,88000,0,320000
400,2025-05-05,132,936,Same Day,4,2720000,938000,0,2720000
401,2025-08-03,169,1629,Second Class,1,120000,39000,0,120000
402,2025-04-13,326,1588,First Class,4,2720000,592000,0,2720000
403,2025-03-25,477,1574,First Class,2,1840000,481000,0,1840000
404,2025-07-26,98,1759,Second Class,4,720000,176000,0,720000
405,2025-08-07,454,486,Second Class,2,640000,171000,0,640000
406,2025-09-08,496,2374,Standard Class,4,1000000,210000,0.1,900000
407,2025-05-28,132,667,Same Day,3,1350000,432000,0,1350000
408,2025-03-10,301,93,Standard Class,4,3680000,1025000,0,3680000
409,2025-05-22,376,1181,First Class,1,180000,31000,0.1,162000
410,2025-01-16,54,1916,First Class,3,750000,229000,0,750000
411,2025-05-19,385,2467,Second Class,4,3680000,773000,0,3680000
412,2025-10-08,107,1313,Second Class,1,1250000,259000,0,1250000
413,2025-02-01,192,841,Standard Class,3,360000,112000,0,360000
414,2025-05-02,415,537,First Class,2,500000,163000,0,500000
415,2025-02-14,220,296,First Class,1,250000,70000,0.1,225000
416,2025-06-12,280,2215,Same Day,4,1000000,222000,0.05,950000
417,2025-04-07,85,526,Second Class,3,750000,147000,0,750000
418,2025-08-11,113,384,Standard Class,2,900000,214000,0,900000
